UnidadFiscalizableId,SiglaInstrumento,NombreRegion,NombreRegionProyecto
308,RCA,Región de Tarapacá,Región de Tarapacá
309,RCA,Región de Tarapacá,NA
310,RCA,Región de Tarapacá,NA
311,RCA,Región de Tarapacá,NA
311,RCA,Región de Tarapacá,NA
312,RCA,Región de Tarapacá,NA
313,RCA,Región de Tarapacá,NA
314,RCA,Región de Tarapacá,NA
315,RCA,Región de Tarapacá,Región de Tarapacá
316,RCA,Región de Tarapacá,Región de Tarapacá
317,RCA,Región de Tarapacá,Región de Tarapacá
318,RCA,Región de Tarapacá,Región de Tarapacá
318,RCA,Región de Tarapacá,Región de Tarapacá
318,RCA,Región de Tarapacá,Región de Tarapacá
319,RCA,Región de Tarapacá,Región de Tarapacá
319,RCA,Región de Tarapacá,Región de Tarapacá
319,RCA,Región de Tarapacá,Región de Tarapacá
320,RCA,Región de Tarapacá,Región de Tarapacá
321,RCA,Región de Tarapacá,NA
322,RCA,Región de Tarapacá,NA
322,RCA,Región de Tarapacá,NA
322,RCA,Región de Tarapacá,NA
322,RCA,Región de Tarapacá,NA
323,RCA,Región de Tarapacá,Región de Tarapacá
324,RCA,Región de Tarapacá,Región de Tarapacá
324,RCA,Región de Tarapacá,Región de Tarapacá
324,RCA,Región de Tarapacá,Región de Tarapacá
324,RCA,Región de Tarapacá,Región de Tarapacá
324,RCA,Región de Tarapacá,Región de Tarapacá
324,RCA,Región de Tarapacá,Región de Tarapacá
324,RCA,Región de Tarapacá,Región de Tarapacá
324,RCA,Región de Tarapacá,Región de Tarapacá
324,RCA,Región de Tarapacá,Región de Tarapacá
325,RCA,Región de Tarapacá,Región de Tarapacá
326,RCA,Región de Tarapacá,NA
327,RCA,Región de Tarapacá,Región de Tarapacá
327,RCA,Región de Tarapacá,Región de Tarapacá
327,RCA,Región de Tarapacá,Región de Tarapacá
327,RCA,Región de Tarapacá,Región de Tarapacá
327,RCA,Región de Tarapacá,Región de Tarapacá
327,RCA,Región de Tarapacá,Región de Tarapacá
327,RCA,Región de Tarapacá,Región de Tarapacá
327,RCA,Región de Tarapacá,Región de Tarapacá
327,RCA,Región de Tarapacá,NA
327,RCA,Región de Tarapacá,Región de Tarapacá
328,RCA,Región de Arica y Parinacota,NA
329,RCA,Región de Tarapacá,NA
330,RCA,Región de Tarapacá,NA
330,RCA,Región de Tarapacá,NA
331,RCA,Región de Tarapacá,Región de Arica y Parinacota
332,RCA,Región de Tarapacá,Región de Tarapacá
333,RCA,Región de Tarapacá,Región de Tarapacá
334,RCA,Región de Tarapacá,NA
334,RCA,Región de Tarapacá,NA
335,RCA,Región de Tarapacá,NA
335,RCA,Región de Tarapacá,NA
335,RCA,Región de Tarapacá,NA
336,RCA,Región de Tarapacá,Región de Tarapacá
337,RCA,Región de Tarapacá,Región de Tarapacá
338,RCA,Región de Tarapacá,NA
339,RCA,Región de Tarapacá,NA
340,RCA,Región de Tarapacá,NA
340,RCA,Región de Tarapacá,NA
340,RCA,Región de Tarapacá,NA
341,RCA,Región de Tarapacá,NA
342,RCA,Región de Tarapacá,NA
342,RCA,Región de Tarapacá,NA
343,RCA,Región de Tarapacá,NA
344,RCA,Región de Tarapacá,Región de Tarapacá
344,RCA,Región de Tarapacá,Región de Tarapacá
344,NE,NA,NA
344,NE,NA,NA
344,PC,NA,NA
344,PC,NA,NA
344,RSMA,NA,NA
344,LEY,NA,NA
345,RCA,Región de Tarapacá,NA
345,RCA,Región de Tarapacá,NA
345,RCA,Región de Tarapacá,NA
346,RCA,Región de Tarapacá,Región de Tarapacá
347,RCA,Región de Tarapacá,NA
348,RCA,Región de Tarapacá,NA
348,RCA,Región de Tarapacá,NA
349,RCA,NA,NA
350,RCA,Región de Tarapacá,NA
351,RCA,Región de Atacama,Región de Atacama
351,RCA,Región de Tarapacá,Región de Tarapacá
352,RCA,Región de Tarapacá,Región de Tarapacá
353,RCA,Región de Tarapacá,Región de Tarapacá
353,RCA,Región de Tarapacá,Región de Tarapacá
354,RCA,Región de Tarapacá,Región de Tarapacá
355,RCA,Región de Tarapacá,Región de Tarapacá
356,RCA,Región de Tarapacá,Región de Tarapacá
357,RCA,Región de Tarapacá,Región de Tarapacá
358,RCA,Región de Tarapacá,Región de Tarapacá
359,RCA,Región de Tarapacá,Región de Tarapacá
360,RCA,Región de Arica y Parinacota,Región de Arica y Parinacota
360,RCA,Región de Arica y Parinacota,Región de Arica y Parinacota
361,RCA,Región de Arica y Parinacota,Región de Arica y Parinacota
362,RCA,Región de Arica y Parinacota,Región de Arica y Parinacota
363,RCA,Región de Arica y Parinacota,Región de Arica y Parinacota
364,RCA,Región de Arica y Parinacota,Región de Arica y Parinacota
365,RCA,Región de Tarapacá,Región de Tarapacá
366,RCA,Región de Tarapacá,Región de Tarapacá
367,RCA,Región de Tarapacá,Región de Tarapacá
368,RCA,Región de Tarapacá,Región de Tarapacá
369,RCA,Región de Tarapacá,Región de Tarapacá
370,RCA,Región de Tarapacá,Región de Tarapacá
370,RCA,Región de Tarapacá,Región de Tarapacá
370,RCA,Región de Tarapacá,Región de Tarapacá
370,RCA,Región de Tarapacá,Región de Tarapacá
370,RCA,Región de Tarapacá,Región de Tarapacá
370,RCA,Región de Tarapacá,Región de Tarapacá
370,RCA,Región de Tarapacá,Región de Tarapacá
370,RCA,Región de Tarapacá,NA
371,RCA,Región de Tarapacá,Región de Tarapacá
372,RCA,Región de Tarapacá,Región de Tarapacá
373,RCA,Región de Tarapacá,Región de Tarapacá
374,RCA,Región de Tarapacá,Región de Tarapacá
374,RCA,Región de Tarapacá,Región de Tarapacá
374,RCA,Región de Tarapacá,Región de Tarapacá
374,RCA,Región de Tarapacá,Región de Tarapacá
374,RCA,Región de Tarapacá,Región de Tarapacá
374,RCA,Región de Tarapacá,Región de Tarapacá
374,RCA,Región de Tarapacá,Región de Tarapacá
375,RCA,Región de Tarapacá,NA
375,RCA,Región de Tarapacá,NA
376,RCA,Región de Tarapacá,NA
376,RCA,Región de Tarapacá,NA
377,RCA,Región de Tarapacá,NA
378,RCA,Región de Tarapacá,NA
379,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
380,RCA,Región de Tarapacá,Región de Tarapacá
381,RCA,Región de Tarapacá,NA
382,RCA,Región de Tarapacá,NA
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,Región de Tarapacá
383,RCA,Región de Tarapacá,NA
384,RCA,Región de Tarapacá,Región de Tarapacá
385,RCA,Región de Tarapacá,NA
385,RCA,Región de Tarapacá,NA
385,RCA,Región de Tarapacá,NA
386,RCA,Región de Arica y Parinacota,NA
387,RCA,Región de Tarapacá,NA
387,MP,NA,NA
388,RCA,Región de Tarapacá,NA
389,RCA,Región de Tarapacá,NA
390,RCA,Región de Tarapacá,NA
391,RCA,Región de Tarapacá,NA
392,RCA,Región de Tarapacá,Región de Tarapacá
392,RCA,Región de Tarapacá,Región de Tarapacá
392,RCA,Región de Tarapacá,Región de Tarapacá
392,RCA,Región de Tarapacá,Región de Tarapacá
392,RCA,Región de Tarapacá,Región de Tarapacá
392,RCA,Región de Tarapacá,Región de Tarapacá
392,RCA,Región de Tarapacá,Región de Tarapacá
392,RCA,Región de Tarapacá,Región de Tarapacá
392,RCA,Región de Tarapacá,Región de Tarapacá
392,RCA,Región de Tarapacá,Región de Tarapacá
392,RCA,Región de Tarapacá,Región de Tarapacá
392,RCA,Interregional,Interregional
392,RCA,Región de Tarapacá,Región de Tarapacá
393,RCA,Región de Tarapacá,NA
394,RCA,Región de Tarapacá,NA
395,RCA,Región de Tarapacá,NA
397,RCA,Región de Tarapacá,NA
398,RCA,Región de Tarapacá,Región de Tarapacá
398,RCA,Región de Tarapacá,Región de Tarapacá
399,RCA,Interregional,Interregional
399,RCA,Región de Tarapacá,Región de Tarapacá
399,RCA,Región de Tarapacá,Región de Tarapacá
400,RCA,Región de Tarapacá,NA
400,RCA,Región de Tarapacá,NA
400,RCA,Región de Tarapacá,NA
400,RCA,Región de Tarapacá,NA
400,RCA,Región de Tarapacá,NA
400,RCA,Región de Tarapacá,NA
401,RCA,Región de Tarapacá,NA
402,RCA,Región de Tarapacá,NA
403,RCA,Región de Tarapacá,Región de Tarapacá
403,RCA,Región de Tarapacá,Región de Tarapacá
404,RCA,Región de Tarapacá,NA
405,RCA,Región de Tarapacá,NA
405,RCA,Región de Tarapacá,NA
406,RCA,Región de Tarapacá,NA
407,RCA,Región de Tarapacá,Región de Tarapacá
408,RCA,Región de Tarapacá,NA
409,RCA,Región de Tarapacá,Región de Tarapacá
409,RCA,Región de Tarapacá,Región de Tarapacá
409,NE,NA,NA
411,RCA,Región de Tarapacá,Región de Tarapacá
412,RCA,Interregional,Interregional
412,RCA,Región de Tarapacá,Región de Tarapacá
412,RCA,Región de Tarapacá,Región de Tarapacá
412,RCA,Región de Tarapacá,NA
412,PC,NA,NA
413,RCA,Región de Tarapacá,Región de Tarapacá
414,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,RCA,Región de Tarapacá,Región de Tarapacá
415,PC,NA,NA
416,RCA,Región de Tarapacá,NA
416,RCA,Región de Tarapacá,NA
416,RCA,Región de Tarapacá,NA
416,RCA,Región de Tarapacá,NA
417,RCA,Región de Tarapacá,NA
417,RCA,Región de Tarapacá,NA
418,RCA,Región de Tarapacá,Región de Arica y Parinacota
419,RCA,Región de Tarapacá,Región de Tarapacá
419,RCA,Región de Tarapacá,Región de Tarapacá
419,RCA,Región de Tarapacá,Región de Tarapacá
419,RCA,Región de Tarapacá,NA
419,RCA,Interregional,NA
420,RCA,Región de Tarapacá,NA
421,RCA,Región de Tarapacá,NA
421,RCA,Región de Tarapacá,NA
422,RCA,Región de Tarapacá,NA
423,RCA,Región de Tarapacá,NA
423,RCA,Región de Tarapacá,NA
424,RCA,Región de Tarapacá,NA
425,RCA,Región de Arica y Parinacota,NA
426,RCA,Región de Tarapacá,NA
427,RCA,Región de Tarapacá,NA
427,RCA,Región de Tarapacá,NA
428,RCA,Región de Tarapacá,NA
429,RCA,Región de Tarapacá,Región de Tarapacá
430,RCA,Región de Tarapacá,Región de Tarapacá
431,RCA,Región de Tarapacá,Región de Tarapacá
431,RCA,Región de Tarapacá,Región de Tarapacá
432,RCA,Región de Tarapacá,NA
434,RCA,Región de Tarapacá,Región de Arica y Parinacota
435,RCA,Región de Tarapacá,Región de Tarapacá
435,RCA,Región de Tarapacá,NA
435,NE,NA,NA
435,RCA,Región de Tarapacá,NA
436,RCA,Región de Arica y Parinacota,NA
437,RCA,Región de Tarapacá,NA
438,RCA,Región de Tarapacá,NA
439,RCA,Región de Tarapacá,Región de Tarapacá
439,RCA,Región de Tarapacá,NA
439,RCA,Región de Tarapacá,NA
440,RCA,Región de Tarapacá,NA
440,RCA,Región de Tarapacá,NA
441,RCA,Región de Tarapacá,NA
442,RCA,Región de Tarapacá,NA
443,RCA,Región de Tarapacá,Región de Arica y Parinacota
444,RCA,Región de Tarapacá,Región de Arica y Parinacota
445,RCA,Región de Tarapacá,Región de Tarapacá
446,RCA,Región de Tarapacá,Región de Tarapacá
447,RCA,Región de Tarapacá,Región de Tarapacá
449,RCA,Región de Tarapacá,Región de Tarapacá
449,NE,NA,NA
450,RCA,Región de Tarapacá,Región de Tarapacá
450,RCA,Región de Tarapacá,Región de Tarapacá
451,RCA,Región de Tarapacá,NA
452,RCA,Región de Tarapacá,Región de Tarapacá
453,RCA,Región de Tarapacá,Región de Tarapacá
453,RCA,Región de Tarapacá,NA
454,RCA,Región de Tarapacá,NA
455,RCA,Región de Tarapacá,NA
455,RCA,Región de Tarapacá,NA
456,RCA,Región de Tarapacá,NA
457,RCA,Región de Tarapacá,Región de Tarapacá
457,RCA,Región de Tarapacá,NA
457,NE,NA,NA
458,RCA,Región de Tarapacá,Región de Tarapacá
459,RCA,Región de Tarapacá,Región de Tarapacá
460,RCA,Región de Tarapacá,Región de Tarapacá
460,RCA,Región de Tarapacá,Región de Tarapacá
461,RCA,Región de Tarapacá,Región de Tarapacá
463,RCA,NA,NA
464,RCA,NA,NA
465,RCA,Región de Tarapacá,Región de Tarapacá
466,RCA,Región de Tarapacá,NA
467,RCA,Región de Tarapacá,NA
468,RCA,Región de Tarapacá,NA
469,RCA,Región de Tarapacá,NA
469,RCA,Región de Tarapacá,NA
470,RCA,Región de Tarapacá,NA
471,RCA,Región de Tarapacá,NA
472,RCA,Región de Tarapacá,NA
473,RCA,Región de Tarapacá,NA
474,RCA,Región de Tarapacá,NA
475,RCA,Región de Tarapacá,Región de Tarapacá
475,RCA,Región de Tarapacá,NA
475,RCA,Región de Tarapacá,Región de Arica y Parinacota
475,NE,NA,NA
476,RCA,Región de Tarapacá,NA
477,RCA,Región de Tarapacá,NA
478,RCA,Región de Tarapacá,NA
479,RCA,Región de Tarapacá,NA
480,RCA,Región de Tarapacá,Región de Tarapacá
481,RCA,Región de Tarapacá,Región de Tarapacá
482,RCA,Región de Tarapacá,Región de Tarapacá
483,RCA,Región de Tarapacá,Región de Tarapacá
484,RCA,Región de Tarapacá,NA
485,RCA,Región de Tarapacá,NA
486,RCA,Región de Tarapacá,NA
487,RCA,Región de Tarapacá,NA
488,RCA,Región de Tarapacá,NA
489,RCA,Región de Tarapacá,NA
490,RCA,Región de Arica y Parinacota,Región de Arica y Parinacota
491,RCA,Región de Arica y Parinacota,Región de Arica y Parinacota
492,RCA,Región de Tarapacá,NA
493,RCA,Región de Tarapacá,NA
494,RCA,Región de Tarapacá,Región de Tarapacá
495,RCA,Región de Tarapacá,NA
496,RCA,Región de Tarapacá,NA
497,RCA,Región de Tarapacá,NA
497,RCA,Región de Tarapacá,NA
498,RCA,Región de Tarapacá,NA
499,RCA,Región de Tarapacá,NA
500,RCA,Región de Tarapacá,NA
501,RCA,Región de Tarapacá,NA
502,RCA,Región de Tarapacá,NA
503,RCA,Región de Tarapacá,NA
504,RCA,Región de Tarapacá,NA
505,RCA,Región de Tarapacá,NA
506,RCA,Región de Tarapacá,Región de Tarapacá
507,RCA,Región de Tarapacá,NA
508,RCA,Región de Tarapacá,NA
509,RCA,Región de Tarapacá,NA
510,RCA,Región de Tarapacá,Región de Tarapacá
511,RCA,Región de Tarapacá,NA
512,RCA,Región de Tarapacá,NA
513,RCA,Región de Tarapacá,NA
514,RCA,Región de Tarapacá,NA
515,RCA,Región de Tarapacá,NA
516,RCA,Región de Tarapacá,NA
517,RCA,Región de Tarapacá,Región de Tarapacá
518,RCA,Región de Tarapacá,Región de Tarapacá
519,RCA,Región de Tarapacá,NA
520,RCA,Región de Tarapacá,Región de Tarapacá
520,RCA,Región de Tarapacá,Región de Tarapacá
522,RCA,Región de Antofagasta,Región de Antofagasta
522,RCA,Región de Antofagasta,Región de Antofagasta
523,RCA,Región de Antofagasta,Región de Antofagasta
523,RCA,Región de Antofagasta,Región de Antofagasta
523,RCA,Región de Antofagasta,Región de Antofagasta
523,RCA,Región de Antofagasta,Región de Antofagasta
523,RCA,Región de Antofagasta,Región de Antofagasta
523,RCA,Región de Antofagasta,Región de Antofagasta
523,RCA,Región de Antofagasta,Región de Antofagasta
523,RCA,Región de Antofagasta,Región de Antofagasta
523,RCA,Región de Antofagasta,Región de Antofagasta
523,RCA,Región de Antofagasta,Región de Antofagasta
525,RCA,Región de Antofagasta,NA
526,RCA,Región de Antofagasta,NA
527,RCA,Región de Antofagasta,Región de Antofagasta
527,NE,NA,NA
528,RCA,Región de Antofagasta,NA
529,RCA,Región de Antofagasta,Región de Antofagasta
529,RCA,Región de Antofagasta,Región de Antofagasta
529,RCA,Región de Antofagasta,Región de Antofagasta
529,RCA,Región de Antofagasta,Región de Antofagasta
529,RCA,Región de Antofagasta,Región de Antofagasta
529,RCA,Región de Antofagasta,Región de Antofagasta
529,RCA,Región de Antofagasta,Región de Antofagasta
529,RCA,Región de Antofagasta,Región de Antofagasta
529,RCA,Región de Antofagasta,Región de Antofagasta
529,RCA,Región de Antofagasta,Región de Antofagasta
529,RCA,Región de Antofagasta,NA
529,RCA,Región de Antofagasta,NA
529,NE,NA,NA
529,RSMA,NA,NA
529,LEY,NA,NA
530,RCA,Región de Antofagasta,NA
531,RCA,Región de Antofagasta,NA
532,RCA,Región de Antofagasta,Región de Antofagasta
533,RCA,Región de Antofagasta,Región de Antofagasta
533,RCA,Región de Antofagasta,Región de Antofagasta
534,RCA,Región de Antofagasta,Región de Antofagasta
534,RCA,Región de Antofagasta,Región de Antofagasta
